percolation,avg_degree,betweenness,closeness,eigenvector,clustering,density,avg_kcore,persistence,wat_cc,cat_cc,an_cc,wat_deg,wat_bc,wat_ec,cat_deg,cat_bc,cat_ec,an_deg,an_bc,an_ec,dmba_hso_s1,dmba_hso_s2,dmba_hso_s3,hso_hso_s1,hso_hso_s2,hso_hso_s3,wat_kcore,cat_kcore,an_kcore,assortativity,degree_variance
1.0,25.704117647058823,11756.655294117647,0.23099296991582405,0.010072672036029403,0.5110897995781142,0.0075622587958396065,13.908823529411764,0.0,0.21258346727509023,0.2566033242583642,0.2606111234954852,5.510294117647059,126.52941176470588,0.002935049080981611,39.26764705882353,19279.311764705883,0.01622619457259631,72.72205882352941,39124.376470588235,0.025332018364605885,2484.0,5017.0,15708.0,370.0,3216.0,7814.0,4.663725490196079,26.68235294117647,28.870588235294118,-0.2030908939642919,832.8501006920416
0.9997058823529412,25.752352941176472,11726.947647058823,0.2312347353803361,0.00996391854220369,0.5095326545254973,0.007576449820881574,13.909117647058823,0.8015715297288655,0.21282189121680248,0.2568700032769707,0.26083799997430246,5.541176470588235,103.19803921568628,0.002900395439243243,39.33529411764706,19296.555882352943,0.016065391993406015,72.80294117647058,39028.58823529412,0.02505301439988271,2481.0,4990.0,15765.0,339.0,3243.0,7814.0,4.68578431372549,26.67794117647059,28.810294117647057,-0.20241163825638026,837.4663179930795
0.9997058823529412,25.747647058823528,11684.849411764706,0.23166170737892602,0.01008508092147282,0.5095313633782651,0.0075750653306335776,13.738235294117647,0.7891069429530968,0.21325783822514405,0.25718919474000496,0.26134582747919305,5.54264705882353,79.88725490196079,0.002966942905527908,39.345588235294116,18828.426470588234,0.016209412553087593,72.76470588235294,39356.15882352941,0.025315163337692775,2519.0,4926.0,15774.0,344.0,3247.0,7804.0,4.708333333333333,26.333823529411763,28.23235294117647,-0.20325734629597547,834.8616121107266
1.0,25.66,11765.310588235294,0.23082540112761546,0.010052138068096215,0.5021642479407786,0.007549279199764637,13.837352941176471,0.8059006923112191,0.21229747093162663,0.2566070269892951,0.26062756585390223,5.515686274509804,113.21176470588236,0.0028896240089795614,39.213235294117645,19395.735294117647,0.016274484072853115,72.53970588235295,39091.18235294118,0.025317334240689274,2493.0,4899.0,15819.0,348.0,3208.0,7811.0,4.645588235294118,26.54264705882353,28.70735294117647,-0.2000255280394152,832.2055764705882
1.0,25.651764705882353,11759.179411764706,0.23090385143592287,0.010163540137467765,0.5026540676518508,0.007546856341830642,13.84529411764706,0.7943955237571088,0.21248057505394596,0.2564800894315723,0.26059744258620426,5.448529411764706,93.23333333333333,0.002930057199746368,39.332352941176474,19455.073529411766,0.016426589918088996,72.58088235294117,39061.123529411765,0.02560093917001072,2487.0,4969.0,15753.0,346.0,3198.0,7853.0,4.6303921568627455,26.58970588235294,28.745588235294118,-0.20327565469787734,835.8646145328718
0.9997058823529412,25.79294117647059,11709.188823529412,0.23135124131713697,0.010069099128543845,0.503842811811017,0.007588391049270547,13.68,0.7844827586206896,0.21282874334622728,0.25704995326141633,0.2612200232855866,5.518627450980392,113.18039215686275,0.0029372411905365207,39.49264705882353,19423.726470588233,0.016230071537142603,72.91617647058824,38782.67647058824,0.025303700533967046,2508.0,4930.0,15937.0,348.0,3237.0,7811.0,4.635294117647059,26.291176470588237,28.20294117647059,-0.2040499921538595,842.9424207612456
0.9997058823529412,25.801764705882352,11723.392352941177,0.23128350018366428,0.010366599593238664,0.5099988534097571,0.007590986968485541,13.902058823529412,0.7714474614139479,0.2128898732226369,0.2567405185645511,0.26100736268585967,5.519607843137255,113.15882352941176,0.003084555854102738,39.46764705882353,19512.25588235294,0.016634244233072096,72.98235294117647,38765.2294117647,0.02594508617081301,2509.0,4952.0,15848.0,344.0,3251.0,7853.0,4.679411764705883,26.663235294117648,28.808823529411764,-0.2032043039547558,842.7383498269897
1.0,25.813529411764705,11715.040588235293,0.23145729460461442,0.010308827858566405,0.5055404551514586,0.007594448194105533,13.928823529411765,0.7813731969099651,0.21318763070243443,0.2566503317025442,0.2610732492132247,5.534803921568628,116.55490196078432,0.0031032076989084404,39.48823529411764,19134.085294117645,0.016446807320764662,72.975,39091.45294117647,0.025787708875342045,2493.0,4973.0,15811.0,347.0,3207.0,7893.0,4.697549019607843,26.705882352941178,28.845588235294116,-0.20269005696995263,842.1681698961937
0.9997058823529412,25.872941176470587,11685.170588235294,0.23190524519444644,0.010215741235220803,0.5103390811149957,0.007611927383486493,13.90235294117647,0.7946071298654056,0.2135553857309501,0.2572959397674149,0.261564129011967,5.546568627450981,93.21176470588236,0.003060537163010485,39.57941176470588,19295.935294117648,0.01632704818350817,73.14558823529411,38850.282352941176,0.02557004650356439,2470.0,4992.0,15898.0,357.0,3217.0,7888.0,4.688725490196078,26.669117647058822,28.776470588235295,-0.20295814802824505,847.3538560553632
1.0,25.84470588235294,11683.472352941177,0.23215752247677776,0.010136092012658221,0.5107704087362938,0.007603620441998512,13.957058823529412,0.786598689002185,0.2139134004324162,0.2574713233071478,0.26157608777949237,5.5588235294117645,86.5813725490196,0.0030587674158964336,39.57794117647059,19017.022058823528,0.016209032738948366,72.96911764705882,39140.595588235294,0.025295125076653435,2500.0,4981.0,15832.0,361.0,3206.0,7846.0,4.717156862745098,26.788235294117648,28.845588235294116,-0.20553001537746396,841.6188249134948
1.0,25.83,11692.958823529412,0.2318950034900802,0.01015140321886543,0.5087765407730537,0.007599293909973522,13.855,0.7906219398328437,0.2136350480621283,0.257086971871159,0.26148290139285696,5.574019607843137,113.20294117647059,0.0030836275383932495,39.46029411764706,19231.685294117648,0.016169027165880364,72.96764705882353,38893.5,0.025337106313267032,2492.0,4921.0,15829.0,339.0,3228.0,7872.0,4.722549019607843,26.50294117647059,28.604411764705883,-0.20448147404428296,844.4611000000001
0.9997058823529412,25.71529411764706,11697.414117647058,0.2314899587177003,0.01036460638724703,0.5087638654338797,0.007565546960178599,13.940588235294118,0.804327934852228,0.2132154624006846,0.2569365291310123,0.2608668772554355,5.478921568627451,103.19313725490196,0.0031057281080132033,39.44264705882353,19436.567647058822,0.016621932484043814,72.69705882352942,38740.92352941177,0.025883915128151733,2479.0,5003.0,15793.0,349.0,3216.0,7823.0,4.640196078431373,26.861764705882354,28.92058823529412,-0.20653085284288847,833.3354131487888
0.9997058823529412,25.75176470588235,11671.775882352942,0.23186717689677377,0.010407221932190923,0.5107804215887781,0.007576276759600575,13.759411764705883,0.7853031202887295,0.21367030002391077,0.2572117691507699,0.26111321526136677,5.537254901960784,79.89019607843137,0.003161870944508997,39.40735294117647,19348.129411764705,0.016666193734863284,72.73970588235294,38771.07941176471,0.02588430309256434,2490.0,4998.0,15739.0,345.0,3242.0,7831.0,4.682843137254902,26.45441176470588,28.294117647058822,-0.2023424423910684,835.0530851211073
0.9994117647058823,25.703529411764706,11670.820588235294,0.2318824265705384,0.01040392924502055,0.5119768210280411,0.007562085734558607,13.948235294117646,0.7725421091175394,0.2136758206447161,0.2572468756675124,0.2611377952510314,5.502450980392157,83.19411764705882,0.0031651220791451933,39.36764705882353,19568.855882352942,0.016649196103352467,72.64264705882353,38535.66470588235,0.02587508388431471,2524.0,4932.0,15792.0,342.0,3229.0,7783.0,4.665196078431372,26.82941176470588,28.916176470588237,-0.2051994204935919,833.0997522491348
1.0,25.623529411764707,11718.600588235295,0.23154252023218083,0.010388124526414239,0.5070534353350127,0.007538549400342661,13.731764705882354,0.7926997245179064,0.21343515436001048,0.2567041647766242,0.26070297330424863,5.545098039215686,109.87058823529412,0.0031467284590340257,39.108823529411765,18851.882352941175,0.016635523413867426,72.37352941176471,39411.50882352941,0.025864913841101695,2549.0,4896.0,15632.0,327.0,3232.0,7794.0,4.674019607843137,26.394117647058824,28.24264705882353,-0.20038785540651075,823.7959169550173
