percolation,avg_degree,betweenness,closeness,eigenvector,clustering,density,avg_kcore,persistence,wat_cc,cat_cc,an_cc,wat_deg,wat_bc,wat_ec,cat_deg,cat_bc,cat_ec,an_deg,an_bc,an_ec,dmba_hso_s1,dmba_hso_s2,dmba_hso_s3,hso_hso_s1,hso_hso_s2,hso_hso_s3,wat_kcore,cat_kcore,an_kcore,assortativity,degree_variance
1.0,21.1671875,14013.127604166666,0.22134241034708257,0.008924140513955228,0.48004396000328725,0.005513724277155509,11.514322916666666,0.0,0.20660392438488606,0.2488914148504851,0.2527473496924661,5.424609375,275.65078125,0.002857338816606754,37.3625,27698.63125,0.016481569689139622,67.9421875,55277.53125,0.025633918128164734,2214.0,4227.0,13667.0,299.0,2798.0,6701.0,4.463671875,24.6390625,26.5921875,-0.13356571082646657,654.0012150065105
1.0,21.1984375,13975.683854166668,0.2216210853829845,0.008843539525327827,0.4765894341854308,0.00552186441781714,11.48515625,0.7558045256873296,0.2069071908826215,0.24910393450680343,0.25299381426061773,5.457421875,224.7078125,0.0028319945106355868,37.4078125,28122.640625,0.01631974240637238,67.953125,54832.63125,0.025413516703052242,2225.0,4200.0,13703.0,327.0,2768.0,6702.0,4.480078125,24.5015625,26.4890625,-0.13196026012139853,654.5392683919272
0.9997395833333333,21.207291666666666,13954.501041666666,0.22163417998276336,0.008748307363294924,0.48196110452614865,0.005524170791004602,11.333854166666667,0.7447811778574586,0.20688560681793539,0.24917471411478384,0.2530879385100547,5.4578125,203.70390625,0.0027900475268496905,37.334375,27199.834375,0.01614087366428512,68.078125,55712.35625,0.02518878040808565,2200.0,4265.0,13628.0,296.0,2804.0,6735.0,4.471875,24.20625,25.909375,-0.13179645913715501,655.2554676649306
1.0,21.158854166666668,13978.556770833333,0.22149097560000855,0.008695277484028919,0.487906106858445,0.0055115535729790745,11.312760416666666,0.7481107692307692,0.20680261721225773,0.2489329222097667,0.25280246254125366,5.46171875,218.76640625,0.0027431298879202182,37.2609375,27818.01875,0.01609989525856286,67.8453125,55178.25625,0.025099250093929763,2187.0,4244.0,13607.0,295.0,2775.0,6725.0,4.481640625,24.096875,25.853125,-0.1306733333111912,652.5351820203992
1.0,21.114583333333332,13974.060416666667,0.22158465028919955,0.008750730099163492,0.4845852050800828,0.0055000217070417644,11.3015625,0.7478046373951652,0.2069354178243005,0.24902259064786794,0.25274363979012743,5.464453125,203.76328125,0.00278584197474438,37.0765625,27581.403125,0.016229364953736,67.753125,55447.90625,0.02513164774226742,2197.0,4249.0,13562.0,311.0,2741.0,6703.0,4.449609375,24.1296875,25.88125,-0.1298607281399312,650.4040581597222
1.0,21.280208333333334,13928.159895833332,0.22220129962199345,0.00884401026921901,0.4800995159306808,0.0055431644525484065,11.47578125,0.7475647364041313,0.2074159609650476,0.24988784547603235,0.25365610839573777,5.4671875,254.6921875,0.002808042654523228,37.5140625,27362.434375,0.016385537753873684,68.2984375,55187.75625,0.025446353243347465,2213.0,4226.0,13808.0,298.0,2820.0,6712.0,4.48046875,24.5390625,26.39375,-0.13114711056747044,665.4433582899306
1.0,21.207291666666666,13997.253125,0.22149685256331253,0.00900516689868538,0.4779482800346603,0.005524170791004602,11.44609375,0.742079669924849,0.20669239536216386,0.24924618598887163,0.25296534794234804,5.43984375,275.67734375,0.0028943038484393843,37.403125,28616.96875,0.01663269249654074,68.08125,54263.840625,0.025821093501813996,2198.0,4324.0,13648.0,310.0,2734.0,6768.0,4.4375,24.4828125,26.44375,-0.1326965022532534,660.4539051649305
1.0,21.356770833333332,13980.506770833334,0.2216396988233966,0.009027135949644343,0.4820063671248072,0.005563107797169402,11.519791666666666,0.7268869650042677,0.20673402636919253,0.24954056106381825,0.25336152639979115,5.46953125,254.690625,0.002888071805114107,37.5578125,27376.409375,0.01668004689563066,68.7046875,55487.86875,0.025930481581778974,2170.0,4319.0,13794.0,302.0,2747.0,6859.0,4.4734375,24.6359375,26.5890625,-0.13289438849150836,669.979485405816
1.0,21.3390625,13978.688020833333,0.22173264791186237,0.008992111492806975,0.48183097167101574,0.005558495050794478,11.49453125,0.7556320324131703,0.20681875589724646,0.24951744269064716,0.25360342119154117,5.4546875,233.7328125,0.002867731940475085,37.5671875,27440.1,0.01657743836156997,68.6484375,55497.096875,0.02590430283337154,2186.0,4297.0,13738.0,308.0,2786.0,6866.0,4.4765625,24.5234375,26.5375,-0.13096624975837282,670.9017032877605
0.9997395833333333,21.318229166666665,13968.703125,0.22160438984733888,0.008828565970066267,0.48445600095939007,0.005553068290353391,11.362239583333333,0.7407099753243263,0.20667396006307737,0.24941141314064036,0.25351908569108345,5.440625,230.684375,0.0027803623570239826,37.5109375,27546.7515625,0.01635237872455602,68.6359375,55342.7296875,0.025497567667745653,2188.0,4339.0,13783.0,297.0,2814.0,6766.0,4.444921875,24.290625,26.103125,-0.1340238705180319,669.3805010308158
