percolation,avg_degree,betweenness,closeness,eigenvector,clustering,density,avg_kcore,persistence,wat_cc,cat_cc,an_cc,wat_deg,wat_bc,wat_ec,cat_deg,cat_bc,cat_ec,an_deg,an_bc,an_ec,ham_hso_s1,ham_hso_s2,hso_hso_s1,hso_hso_s2,hso_hso_s3,wat_kcore,cat_kcore,an_kcore,assortativity,degree_variance
0.9973529411764706,14.041176470588235,13527.24,0.20377007467749617,0.010135683074094674,0.4849185192912444,0.004130972777460499,7.613529411764706,0.0,0.18942437895009842,0.21381725550582448,0.23675998103136117,3.8666666666666667,942.9303921568627,0.0033649926077631374,11.797058823529412,594.3941176470588,0.011349050641552769,46.80882352941177,64213.01470588235,0.029234386905631193,1761.0,5351.0,486.0,3070.0,7268.0,3.0617647058823527,10.944117647058823,17.938235294117646,0.12094278117269497,313.58477508650515
0.9979411764705882,13.99470588235294,13558.122352941176,0.20381464324583987,0.00962736349816626,0.48542096655056904,0.00411730093626153,7.580882352941177,0.7015678197637762,0.18949330805025533,0.21390405505747864,0.23668923702095476,3.847058823529412,980.0029411764706,0.0031222231076637984,11.805882352941177,713.5205882352941,0.01086254455751966,46.62647058823529,64137.08235294118,0.027907603610320245,1754.0,5360.0,499.0,3049.0,7236.0,3.0426470588235293,10.961764705882352,17.814705882352943,0.12240557997429923,312.73526608996536
0.9976470588235294,13.991176470588234,13504.037647058823,0.2041283184205315,0.009624362705838418,0.4863001293280636,0.004116262568575533,7.583235294117647,0.7141475719991591,0.18990441158801366,0.2141371872702442,0.23679117006837233,3.905392156862745,890.0970588235294,0.003214194286657332,11.780882352941177,633.3970588235294,0.010755385900447502,46.45882352941177,64216.5,0.027723844768772595,1773.0,5334.0,501.0,3037.0,7173.0,3.086764705882353,10.904411764705882,17.751470588235293,0.12054994566106825,309.28109861591685
0.9979411764705882,13.99705882352941,13606.065294117647,0.2031705501529386,0.009627970119835254,0.4883299556603563,0.0041179931813855285,7.601764705882353,0.6978356797646564,0.18890079097138204,0.21319323740897966,0.23595714044156726,3.93921568627451,1029.7627450980392,0.0031392175348663354,11.748529411764705,585.0147058823529,0.010816208066545631,46.419117647058826,64356.02352941177,0.027905989928031637,1752.0,5310.0,519.0,2990.0,7231.0,3.087745098039216,10.897058823529411,17.848529411764705,0.1344065747956364,307.375285467128
0.9982352941176471,14.078235294117647,13511.06705882353,0.20424615044834915,0.009839764980943654,0.48458698799064437,0.004141875638163474,7.6123529411764705,0.6908452763966072,0.190296905075728,0.2137102855931237,0.23662975142143833,3.973529411764706,824.1019607843137,0.0032569250195665796,11.885294117647058,505.7147058823529,0.01102689887601736,46.58529411764706,64577.31470588235,0.028401150970001166,1737.0,5418.0,484.0,3017.0,7238.0,3.0843137254901962,11.010294117647058,17.798529411764704,0.12837149581551713,309.2385851211073
0.9976470588235294,14.17529411764706,13492.909411764706,0.2042870592886295,0.009611769796649473,0.4793983649313194,0.004170430749528408,7.666470588235294,0.6806788945140676,0.1899800630205432,0.2143133906501025,0.23718171673141533,3.9112745098039214,956.4843137254902,0.0031042019343582197,12.091176470588236,643.2264705882353,0.01097080405044759,47.0514705882353,63951.867647058825,0.027775439129725105,1768.0,5492.0,502.0,3050.0,7290.0,3.069607843137255,11.194117647058823,17.929411764705883,0.12340796690346681,316.81280138408306
0.9973529411764706,14.132941176470588,13488.13588235294,0.20416375031258216,0.009571908222826756,0.4771535916468973,0.004157970337296437,7.715588235294118,0.7056938316823441,0.18990271228489772,0.21397804992687358,0.23713256478134395,3.9196078431372547,906.3892156862745,0.0031050525748738816,11.966176470588236,748.3073529411764,0.010773085036565686,46.93970588235294,63973.20441176471,0.02777129835294645,1777.0,5410.0,505.0,3026.0,7306.0,3.06078431372549,11.076470588235294,18.319117647058825,0.12489279221428866,315.65703252595154
0.9979411764705882,14.038823529411765,13547.891176470588,0.2039491806287731,0.009732785456703264,0.4800597712763247,0.0041302805323365005,7.627058823529412,0.7048520908405262,0.18970657763621218,0.21396845871132353,0.23665771152390525,3.931862745098039,993.2176470588236,0.003187311618297982,11.829411764705883,476.99117647058824,0.010978207805470918,46.569117647058825,64282.81176470588,0.028123784623151467,1771.0,5374.0,484.0,3016.0,7239.0,3.058333333333333,11.010294117647058,17.95,0.12771161562467262,309.0873162629758
0.9976470588235294,14.198823529411765,13552.961764705882,0.2036433863433554,0.009502830990570517,0.47907811982458914,0.004177353200768392,7.794705882352941,0.699602286850609,0.1892314470512788,0.2138844464187495,0.236638144144191,3.9661764705882354,1009.5901960784314,0.0030592031273117375,12.013235294117647,573.1264705882353,0.010802900387956699,47.082352941176474,64162.91176470588,0.02753364518296068,1762.0,5460.0,509.0,3045.0,7316.0,3.0823529411764707,11.152941176470588,18.573529411764707,0.13063370450152684,315.3016456747404
0.9976470588235294,14.24235294117647,13559.451176470588,0.20366822842619914,0.00951442327014094,0.4794468370922843,0.0041901597355623625,7.716176470588235,0.7064265653395011,0.18934735266106428,0.21368653650373154,0.23661254764407122,3.9700980392156864,1009.5225490196078,0.003091811973722036,12.073529411764707,706.4764705882353,0.010783788196877635,47.22794117647059,64062.211764705884,0.02751289223266096,1819.0,5422.0,506.0,3086.0,7319.0,3.1044117647058824,11.175,18.09264705882353,0.1297309825523683,317.16420622837376
